date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:42:10	67968/67968	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202026%2020:42:13%20GMT	https://6a6b6958e14b7.site123.me/index.html	C:/Impactando%20las%20naciones/6a6b6958e14b7.site123.me/index-2.html	(from https://6a6b6958e14b7.site123.me/)
15:42:10	54356/54356	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202026%2020:42:13%20GMT	https://6a6b6958e14b7.site123.me/cruzadas.html	C:/Impactando%20las%20naciones/6a6b6958e14b7.site123.me/cruzadas.html	(from https://6a6b6958e14b7.site123.me/)
15:42:10	57023/57023	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202026%2020:42:13%20GMT	https://6a6b6958e14b7.site123.me/libros.html	C:/Impactando%20las%20naciones/6a6b6958e14b7.site123.me/libros.html	(from https://6a6b6958e14b7.site123.me/)
15:42:11	45571/45571	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202026%2020:42:14%20GMT	https://6a6b6958e14b7.site123.me/bautizos.html	C:/Impactando%20las%20naciones/6a6b6958e14b7.site123.me/bautizos.html	(from https://6a6b6958e14b7.site123.me/)
15:42:12	21509/21509	---M--	200	added ('OK')	image/avif	date:Tue,%2004%20Aug%202026%2020:42:14%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_6a6babfc90a27.png?format=avif	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_6a6babfc90a27af3c.png	(from https://6a6b6958e14b7.site123.me/)
15:42:12	12407/12407	---M--	200	added ('OK')	image/avif	date:Tue,%2004%20Aug%202026%2020:42:15%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_6a6d2ee94f015.png?format=avif	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_6a6d2ee94f015af3c.png	(from https://6a6b6958e14b7.site123.me/)
15:42:13	35279/35279	---M--	200	added ('OK')	image/avif	date:Tue,%2004%20Aug%202026%2020:42:15%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_6a6c3d30acb16.png?format=avif	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_6a6c3d30acb16af3c.png	(from https://6a6b6958e14b7.site123.me/)
15:42:13	7605/7605	---M--	200	added ('OK')	image/avif	date:Tue,%2004%20Aug%202026%2020:42:16%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_gi-6a6b75ac775db.jpg?format=avif	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_gi-6a6b75ac775dbaf3c.jpg	(from https://6a6b6958e14b7.site123.me/)
15:42:13	14490/14490	---M--	200	added ('OK')	image/avif	date:Tue,%2004%20Aug%202026%2020:42:16%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_gi-6a6b6a240c88a.jpg?format=avif	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_gi-6a6b6a240c88aaf3c.jpg	(from https://6a6b6958e14b7.site123.me/)
15:42:14	6990/6990	---M--	200	added ('OK')	image/avif	date:Tue,%2004%20Aug%202026%2020:42:16%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_gi-6a6b6a240c886.jpg?format=avif	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_gi-6a6b6a240c886af3c.jpg	(from https://6a6b6958e14b7.site123.me/)
15:42:14	11996/11996	---M--	200	added ('OK')	image/avif	date:Tue,%2004%20Aug%202026%2020:42:17%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_gi-6a6b6a240c882.jpg?format=avif	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_gi-6a6b6a240c882af3c.jpg	(from https://6a6b6958e14b7.site123.me/)
15:42:15	98885/98885	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Aug%202026%2020:42:17%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_6a70fd14243b9.jpg	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_6a70fd14243b9.jpg	(from https://6a6b6958e14b7.site123.me/)
15:42:15	53647/53647	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Aug%202026%2020:42:18%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_6a70fd393fa4d.jpg	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_6a70fd393fa4d.jpg	(from https://6a6b6958e14b7.site123.me/)
15:42:15	86915/86915	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Aug%202026%2020:42:18%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_6a70fd27c495e.jpg	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_6a70fd27c495e.jpg	(from https://6a6b6958e14b7.site123.me/)
15:42:16	21931/21931	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2004%20Aug%202026%2020:42:19%20GMT	https://cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/js/app.js?t=css_y254_65606593&w=12291293	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/js/app7f4a.js	(from https://6a6b6958e14b7.site123.me/)
15:42:16	15292/15292	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Aug%202026%2011:54:27%20GMT	https://cdn-cms-s-8-4.f-static.net/manager/admin/lw_panel/master-admin/internal_white_images/site123/Horizontal_Black.png?v=vc1785671600	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/manager/admin/lw_panel/master-admin/internal_white_images/site123/Horizontal_Black262a.png	(from https://6a6b6958e14b7.site123.me/)
15:42:16	15163/15163	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2004%20Aug%202026%2020:42:19%20GMT	https://cdn-cms-s-8-4.f-static.net/manager/translation_JS/website_jsTranslations.js?l=es&a=1&v=vc1785671600	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/manager/translation_JS/website_jsTranslations1e64.js	(from https://6a6b6958e14b7.site123.me/)
15:42:16	36322/36322	---MCZ	200	added ('OK')	application/javascript	etag:%228de2-6580e8e647a80-gzip%22	https://cdn-cms-s-8-4.f-static.net/versions/2/system_mini/js/minimize_appBuilder_scripts_v3.js?v=vc1785671600	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/versions/2/system_mini/js/minimize_appBuilder_scripts_v3262a.js	(from https://6a6b6958e14b7.site123.me/)
15:42:17	6876/6876	---MCZ	200	added ('OK')	application/javascript	etag:%221adc-6580e8e647a80-gzip%22	https://cdn-cms-s-8-4.f-static.net/versions/2/system_mini/js/minimize_appBuilderStatistics_scripts_v3.js?v=vc1785671600	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/versions/2/system_mini/js/minimize_appBuilderStatistics_scripts_v3262a.js	(from https://6a6b6958e14b7.site123.me/)
15:42:17	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2004%20Aug%202026%2020:42:20%20GMT	https://6a6b6958e14b7.site123.me/https:	C:/Impactando%20las%20naciones/6a6b6958e14b7.site123.me/https_	(from https://6a6b6958e14b7.site123.me/index.html)
15:42:17	9062/9062	---MCZ	200	added ('OK')	text/css	etag:%222366-65834273b3800-gzip%22	https://cdn-cms-s-8-4.f-static.net/versions/2/system_mini/css/minimize_appBuilder_v3.css?v=vc1785837860	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/versions/2/system_mini/css/minimize_appBuilder_v34d51.css	(from https://6a6b6958e14b7.site123.me/index.html)
15:42:17	15292/15292	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Aug%202026%2010:05:02%20GMT	https://cdn-cms-s-8-4.f-static.net/manager/admin/lw_panel/master-admin/internal_white_images/site123/Horizontal_Black.png?v=vc1785837860	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/manager/admin/lw_panel/master-admin/internal_white_images/site123/Horizontal_Black4d51.png	(from https://6a6b6958e14b7.site123.me/index.html)
15:42:18	15163/15163	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2004%20Aug%202026%2020:42:21%20GMT	https://cdn-cms-s-8-4.f-static.net/manager/translation_JS/website_jsTranslations.js?l=es&a=1&v=vc1785837860	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/manager/translation_JS/website_jsTranslations9c0a.js	(from https://6a6b6958e14b7.site123.me/index.html)
15:42:18	36322/36322	---MCZ	200	added ('OK')	application/javascript	etag:%228de2-65834273b3800-gzip%22	https://cdn-cms-s-8-4.f-static.net/versions/2/system_mini/js/minimize_appBuilder_scripts_v3.js?v=vc1785837860	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/versions/2/system_mini/js/minimize_appBuilder_scripts_v34d51.js	(from https://6a6b6958e14b7.site123.me/index.html)
15:42:18	6876/6876	---MCZ	200	added ('OK')	application/javascript	etag:%221adc-65834273b3800-gzip%22	https://cdn-cms-s-8-4.f-static.net/versions/2/system_mini/js/minimize_appBuilderStatistics_scripts_v3.js?v=vc1785837860	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/versions/2/system_mini/js/minimize_appBuilderStatistics_scripts_v34d51.js	(from https://6a6b6958e14b7.site123.me/index.html)
15:42:19	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2004%20Aug%202026%2020:42:22%20GMT	https://6a6b6958e14b7.site123.me/https:	C:/Impactando%20las%20naciones/6a6b6958e14b7.site123.me/https_.21.delayed	(from https://6a6b6958e14b7.site123.me/cruzadas.html)
15:42:19	68426/68426	---MCZ	200	added ('OK')	text/css	date:Tue,%2004%20Aug%202026%2020:42:22%20GMT	https://cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/cruzadas.css?t=css_y254_65606593&w=12291293	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/cruzadas7f4a.css	(from https://6a6b6958e14b7.site123.me/cruzadas.html)
15:42:20	4434/4434	---M--	200	added ('OK')	image/avif	date:Tue,%2004%20Aug%202026%2020:42:22%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_gi-6a70c6c1db477.jpg?format=avif	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_gi-6a70c6c1db477af3c.jpg	(from https://6a6b6958e14b7.site123.me/cruzadas.html)
15:42:20	85212/85212	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Aug%202026%2020:42:23%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_6a70f8a702b5f.jpg	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_6a70f8a702b5f.jpg	(from https://6a6b6958e14b7.site123.me/cruzadas.html)
15:42:20	33714/33714	---M--	200	added ('OK')	image/avif	date:Tue,%2004%20Aug%202026%2020:42:23%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_gi-6a6b6c35e50f4.jpg?format=avif	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_gi-6a6b6c35e50f4af3c.jpg	(from https://6a6b6958e14b7.site123.me/cruzadas.html)
15:42:21	0/-1	---M--	302	error ('')			https://6a6b6958e14b7.site123.me/https:	C:/Impactando%20las%20naciones/6a6b6958e14b7.site123.me/https_.27.delayed	(from https://6a6b6958e14b7.site123.me/libros.html)
15:42:21	19685/19685	---M--	200	added ('OK')	image/avif	date:Tue,%2004%20Aug%202026%2020:42:23%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_gi-6a6b6c39caa4d.jpg?format=avif	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_gi-6a6b6c39caa4daf3c.jpg	(from https://6a6b6958e14b7.site123.me/cruzadas.html)
15:42:21	66398/66398	---MCZ	200	added ('OK')	text/css	date:Tue,%2004%20Aug%202026%2020:42:24%20GMT	https://cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/libros.css?t=css_y254_65606593&w=12291293	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/libros7f4a.css	(from https://6a6b6958e14b7.site123.me/libros.html)
15:42:21	30270/30270	---M--	200	added ('OK')	image/avif	date:Tue,%2004%20Aug%202026%2020:42:24%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_gi-6a70c6c1db488.jpg?format=avif	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_gi-6a70c6c1db488af3c.jpg	(from https://6a6b6958e14b7.site123.me/libros.html)
15:42:22	25368/25368	---M--	200	added ('OK')	image/avif	date:Tue,%2004%20Aug%202026%2020:42:24%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_6a6c01b0e248b.png?format=avif	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_6a6c01b0e248baf3c.png	(from https://6a6b6958e14b7.site123.me/libros.html)
15:42:22	28889/28889	---M--	200	added ('OK')	image/avif	date:Tue,%2004%20Aug%202026%2020:42:25%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_6a6c01b05d505.png?format=avif	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_6a6c01b05d505af3c.png	(from https://6a6b6958e14b7.site123.me/libros.html)
15:42:23	30305/30305	---M--	200	added ('OK')	image/avif	date:Tue,%2004%20Aug%202026%2020:42:25%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_6a6c01afdf5fe.png?format=avif	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_6a6c01afdf5feaf3c.png	(from https://6a6b6958e14b7.site123.me/libros.html)
15:42:23	24980/24980	---M--	200	added ('OK')	image/avif	date:Tue,%2004%20Aug%202026%2020:42:26%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_6a6c01af5f615.png?format=avif	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_6a6c01af5f615af3c.png	(from https://6a6b6958e14b7.site123.me/libros.html)
15:42:24	0/-1	---M--	302	error ('')			https://6a6b6958e14b7.site123.me/https:	C:/Impactando%20las%20naciones/6a6b6958e14b7.site123.me/https_.2f.delayed	(from https://6a6b6958e14b7.site123.me/bautizos.html)
15:42:24	21155/21155	---M--	200	added ('OK')	image/avif	date:Tue,%2004%20Aug%202026%2020:42:26%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_6a6c01aeb9956.png?format=avif	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_6a6c01aeb9956af3c.png	(from https://6a6b6958e14b7.site123.me/libros.html)
15:42:24	64657/64657	---MCZ	200	added ('OK')	text/css	date:Tue,%2004%20Aug%202026%2020:42:27%20GMT	https://cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/bautizos.css?t=css_y254_65606593&w=12291293	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/bautizos7f4a.css	(from https://6a6b6958e14b7.site123.me/bautizos.html)
15:42:24	7870/7870	---M--	200	added ('OK')	image/avif	date:Tue,%2004%20Aug%202026%2020:42:27%20GMT	https://files.cdn-files-a.com/uploads/12291293/800_gi-6a70c6c1db490.jpg?format=avif	C:/Impactando%20las%20naciones/files.cdn-files-a.com/uploads/12291293/800_gi-6a70c6c1db490af3c.jpg	(from https://6a6b6958e14b7.site123.me/bautizos.html)
15:42:25	2300/2300	---MCZ	200	added ('OK')	font/woff2	date:Tue,%2004%20Aug%202026%2020:42:28%20GMT	https://cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/webfonts/cruzadas-solid.woff2?w=12291293&t=css_y254_65606593	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/webfonts/cruzadas-solid702a.woff2	(from https://cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/cruzadas.css?t=css_y254_65606593&w=12291293)
15:42:25	792/792	---MCZ	200	added ('OK')	font/woff2	date:Tue,%2004%20Aug%202026%2020:42:28%20GMT	https://cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/webfonts/cruzadas-brands.woff2?w=12291293&t=css_y254_65606593	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/webfonts/cruzadas-brands702a.woff2	(from https://cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/cruzadas.css?t=css_y254_65606593&w=12291293)
15:42:26	1932/1932	---MCZ	200	added ('OK')	font/woff2	date:Tue,%2004%20Aug%202026%2020:42:29%20GMT	https://cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/webfonts/libros-solid.woff2?w=12291293&t=css_y254_65606593	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/webfonts/libros-solid702a.woff2	(from https://cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/libros.css?t=css_y254_65606593&w=12291293)
15:42:26	1000/1000	---MCZ	200	added ('OK')	font/woff2	date:Tue,%2004%20Aug%202026%2020:42:29%20GMT	https://cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/webfonts/libros-brands.woff2?w=12291293&t=css_y254_65606593	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/webfonts/libros-brands702a.woff2	(from https://cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/libros.css?t=css_y254_65606593&w=12291293)
15:42:26	1932/1932	---MCZ	200	added ('OK')	font/woff2	date:Tue,%2004%20Aug%202026%2020:42:29%20GMT	https://cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/webfonts/bautizos-solid.woff2?w=12291293&t=css_y254_65606593	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/webfonts/bautizos-solid702a.woff2	(from https://cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/bautizos.css?t=css_y254_65606593&w=12291293)
15:42:27	792/792	---MCZ	200	added ('OK')	font/woff2	date:Tue,%2004%20Aug%202026%2020:42:30%20GMT	https://cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/webfonts/bautizos-brands.woff2?w=12291293&t=css_y254_65606593	C:/Impactando%20las%20naciones/cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/webfonts/bautizos-brands702a.woff2	(from https://cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/bautizos.css?t=css_y254_65606593&w=12291293)
15:42:27	976/976	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Aug%202026%2020:42:30%20GMT	https://cdn-cms-s-8-4.f-static.net/robots.txt		(from https://cdn-cms-s-8-4.f-static.net/manager/ai_app_builder/v3/assets/minimize_css/cruzadas.css?t=css_y254_65606593&w=12291293)
